Distance,CQI
229.9,6.0
229.9,9.0
229.9,4.0
229.9,5.0
229.9,5.0
229.9,5.0
229.9,9.0
229.9,9.0
229.9,9.0
229.9,7.0
229.9,5.0
229.9,5.0
229.9,5.0
229.9,5.0
229.9,5.0
229.9,5.0
229.9,5.0
229.9,4.0
229.9,4.0
229.9,9.0
229.9,5.0
229.9,9.0
229.9,9.0
229.9,9.0
229.9,9.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,6.0
229.9,6.0
229.9,6.0
229.9,6.0
229.9,6.0
229.9,6.0
229.9,6.0
229.9,9.0
229.9,6.0
229.9,8.0
229.9,8.0
229.9,8.0
229.9,8.0
229.9,11.0
229.9,12.0
229.9,8.0
229.9,8.0
229.9,8.0
229.9,6.0
229.9,5.0
229.9,8.0
229.9,8.0
229.9,8.0
229.9,8.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,7.0
229.9,4.0
229.9,4.0
229.9,3.0
229.9,3.0
229.9,5.0
229.9,5.0
229.9,5.0
301.18,5.0
301.18,6.0
301.18,7.0
301.18,5.0
301.18,5.0
301.18,2.0
389.67,2.0
389.67,7.0
389.67,7.0
389.67,5.0
389.67,4.0
389.67,4.0
389.67,7.0
389.67,7.0
389.67,5.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,7.0
389.67,7.0
389.67,4.0
389.67,6.0
389.67,5.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,3.0
389.67,5.0
389.67,3.0
389.67,3.0
389.67,3.0
389.67,1.0
389.67,1.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,6.0
389.67,4.0
389.67,4.0
389.67,9.0
389.67,9.0
301.18,2.0
301.18,5.0
301.18,9.0
301.18,11.0
301.18,11.0
301.18,2.0
389.67,6.0
389.67,2.0
389.67,3.0
389.67,3.0
389.67,5.0
389.67,3.0
389.67,2.0
389.67,2.0
389.67,2.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,2.0
389.67,2.0
389.67,2.0
389.67,2.0
389.67,2.0
389.67,6.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,5.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,4.0
389.67,1.0
389.67,1.0
389.67,1.0
389.67,1.0
389.67,2.0
49.3,2.0
49.3,7.0
49.3,7.0
49.3,7.0
71.93,6.0
71.93,6.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,2.0
410.8,4.0
410.8,4.0
410.8,4.0
410.8,4.0
410.8,4.0
410.8,5.0
410.8,5.0
410.8,5.0
410.8,5.0
410.8,5.0
410.8,2.0
410.8,2.0
71.93,8.0
71.93,5.0
71.93,5.0
71.93,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,4.0
377.43,4.0
377.43,4.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,5.0
377.43,2.0
71.93,4.0
71.93,4.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,5.0
71.93,2.0
410.8,6.0
410.8,6.0
410.8,6.0
410.8,1.0
410.8,3.0
410.8,3.0
410.8,3.0
410.8,2.0
112.04,6.0
112.04,6.0
112.04,5.0
112.04,7.0
112.04,7.0
112.04,7.0
112.04,6.0
112.04,6.0
112.04,5.0
112.04,4.0
410.8,2.0
410.8,5.0
410.8,5.0
411.61,5.0
411.61,5.0
411.61,5.0
411.61,5.0
411.61,5.0
411.61,5.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,5.0
411.61,5.0
411.61,5.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,4.0
411.61,3.0
411.61,5.0
434.74,2.0
434.74,5.0
434.74,5.0
434.74,5.0
434.74,6.0
434.74,6.0
434.74,6.0
434.74,5.0
434.74,5.0
709.73,6.0
709.73,8.0
706.91,8.0
706.91,8.0
706.91,9.0
706.91,5.0
706.91,7.0
706.91,8.0
706.91,8.0
706.91,7.0
706.91,8.0
706.91,8.0
706.91,6.0
706.91,7.0
706.91,7.0
706.91,7.0
706.91,7.0
706.91,7.0
706.91,7.0
706.91,8.0
706.91,8.0
706.91,8.0
706.91,8.0
706.91,8.0
706.91,8.0
706.91,9.0
706.91,9.0
706.91,9.0
706.91,9.0
706.91,9.0
706.91,9.0
706.91,6.0
706.91,6.0
706.91,8.0
706.91,6.0
706.91,7.0
706.91,7.0
706.91,6.0
706.91,8.0
706.91,6.0
706.91,7.0
706.91,7.0
706.91,7.0
706.91,5.0
706.91,7.0
706.91,8.0
706.91,6.0
706.91,6.0
706.91,7.0
706.91,7.0
706.91,6.0
706.91,7.0
706.91,5.0
706.91,5.0
706.91,5.0
706.91,6.0
706.91,6.0
706.91,6.0
706.91,6.0
706.91,6.0
706.91,6.0
706.91,6.0
706.91,5.0
706.91,5.0
706.91,5.0
706.91,5.0
706.91,5.0
706.91,2.0
706.91,5.0
706.91,5.0
706.91,5.0
706.91,5.0
706.91,4.0
706.91,2.0
561.45,6.0
561.45,6.0
561.45,6.0
561.45,9.0
561.45,9.0
561.45,6.0
561.45,6.0
561.45,6.0
561.45,6.0
561.45,11.0
507.9,11.0
507.9,11.0
507.9,9.0
507.9,6.0
507.9,7.0
507.9,4.0
507.9,4.0
800.51,6.0
800.51,7.0
800.51,7.0
800.51,5.0
800.51,7.0
800.51,8.0
800.51,5.0
800.51,5.0
800.51,7.0
800.51,8.0
800.51,5.0
800.51,5.0
800.51,5.0
800.51,4.0
800.51,5.0
800.51,4.0
800.51,1.0
800.51,5.0
1145.36,4.0
1145.36,4.0
1145.36,4.0
1145.36,6.0
1145.36,5.0
1145.36,5.0
1145.36,6.0
1145.36,7.0
1145.36,7.0
1145.36,5.0
1145.36,6.0
1145.36,6.0
1145.36,6.0
1145.36,6.0
1145.36,5.0
1145.36,6.0
1145.36,5.0
1145.36,7.0
1145.36,6.0
1145.36,7.0
1145.36,6.0
1145.36,7.0
1145.36,7.0
1145.36,7.0
1145.36,5.0
1145.36,5.0
1145.36,6.0
1145.36,6.0
1145.36,7.0
1145.36,6.0
1145.36,5.0
1145.36,2.0
1145.36,2.0
1145.36,2.0
1145.36,2.0
1145.36,2.0
1145.36,2.0
1145.36,2.0
1145.36,6.0
1145.36,5.0
1145.36,5.0
1145.36,5.0
1145.36,4.0
1145.36,2.0
1145.36,8.0
1145.36,8.0
800.51,5.0
800.51,5.0
507.9,2.0
507.9,10.0
507.9,10.0
507.9,8.0
507.9,8.0
507.9,7.0
507.9,8.0
507.9,8.0
507.9,8.0
507.9,8.0
507.9,10.0
507.9,10.0
507.9,12.0
507.9,8.0
507.9,8.0
507.9,8.0
507.9,8.0
507.9,10.0
507.9,11.0
507.9,12.0
507.9,11.0
507.9,11.0
507.9,11.0
507.9,6.0
507.9,6.0
507.9,9.0
507.9,8.0
507.9,9.0
507.9,11.0
507.9,9.0
507.9,9.0
507.9,9.0
507.9,9.0
507.9,9.0
507.9,9.0
507.9,5.0
507.9,10.0
507.9,10.0
507.9,10.0
507.9,10.0
507.9,9.0
507.9,9.0
507.9,9.0
507.9,9.0
507.9,8.0
507.9,8.0
507.9,8.0
507.9,8.0
507.9,8.0
424.76,8.0
424.76,5.0
424.76,5.0
424.76,5.0
424.76,5.0
424.76,5.0
424.76,5.0
424.76,4.0
424.76,4.0
424.76,4.0
424.76,4.0
424.76,4.0
899.37,2.0
899.37,5.0
899.37,5.0
899.37,2.0
424.76,2.0
424.76,2.0
424.76,2.0
424.76,2.0
424.76,2.0
424.76,2.0
424.76,4.0
424.76,4.0
424.76,4.0
424.76,4.0
424.76,4.0
424.76,4.0
899.37,2.0
899.37,5.0
899.37,6.0
899.37,4.0
899.37,6.0
899.37,4.0
1394.76,2.0
1394.76,4.0
1394.76,4.0
1394.76,4.0
1394.76,4.0
1394.76,4.0
1394.76,4.0
1394.76,4.0
114.92,4.0
114.92,6.0
114.92,6.0
114.92,4.0
114.92,5.0
114.92,2.0
1394.76,5.0
1394.76,6.0
1394.76,6.0
1394.76,5.0
1394.76,6.0
1394.76,5.0
1394.76,5.0
1394.76,6.0
1394.76,6.0
1394.76,6.0
1394.76,6.0
1394.76,4.0
1394.76,4.0
1394.76,3.0
1394.76,2.0
1394.76,4.0
1394.76,4.0
1394.76,5.0
1394.76,4.0
1394.76,6.0
1394.76,4.0
1394.76,4.0
1394.76,5.0
1394.76,4.0
114.92,2.0
114.92,4.0
114.92,4.0
114.92,6.0
114.92,5.0
114.92,5.0
114.92,5.0
129.88,6.0
129.88,6.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,5.0
129.88,6.0
129.88,6.0
995.82,2.0
995.82,7.0
995.82,7.0
995.82,7.0
995.82,7.0
995.82,6.0
995.82,6.0
995.82,6.0
995.82,4.0
995.82,6.0
995.82,2.0
995.82,2.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,8.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,7.0
129.88,6.0
129.88,6.0
129.88,6.0
129.88,5.0
129.88,5.0
129.88,5.0
129.88,8.0
129.88,8.0
129.88,6.0
129.88,8.0
129.88,7.0
129.88,7.0
129.88,6.0
129.88,6.0
129.88,8.0
129.88,6.0
129.88,6.0
129.88,7.0
129.88,6.0
129.88,7.0
129.88,6.0
129.88,6.0
129.88,4.0
129.88,4.0
129.88,4.0
129.88,4.0
129.88,4.0
190.41,4.0
190.41,4.0
190.41,4.0
190.41,4.0
190.41,4.0
190.41,4.0
190.41,4.0
190.41,4.0
190.41,5.0
190.41,6.0
190.41,6.0
190.41,6.0
190.41,4.0
190.41,6.0
190.41,10.0
190.41,7.0
190.41,7.0
190.41,5.0
190.41,6.0
190.41,6.0
190.41,6.0
190.41,9.0
190.41,6.0
190.41,6.0
190.41,6.0
190.41,6.0
190.41,6.0
190.41,7.0
190.41,6.0
190.41,6.0
190.41,6.0
190.41,9.0
190.41,9.0
190.41,8.0
190.41,8.0
190.41,5.0
190.41,5.0
190.41,7.0
190.41,6.0
190.41,5.0
190.41,5.0
190.41,5.0
190.41,4.0
190.41,5.0
190.41,5.0
190.41,5.0
190.41,5.0
190.41,6.0
190.41,5.0
190.41,4.0
190.41,5.0
190.41,5.0
190.41,4.0
190.41,4.0
190.41,4.0
405.93,4.0
405.93,2.0
1591.96,2.0
1591.96,5.0
1591.96,6.0
1591.96,8.0
1591.96,8.0
1591.96,6.0
1591.96,6.0
1591.96,7.0
1591.96,7.0
1591.96,5.0
1591.96,5.0
1591.96,6.0
1691.0,6.0
1691.0,6.0
1691.0,6.0
1691.0,6.0
1691.0,6.0
1691.0,5.0
1691.0,6.0
1691.0,6.0
1691.0,6.0
1691.0,6.0
1691.0,5.0
1691.0,7.0
1691.0,5.0
1691.0,4.0
1691.0,4.0
403.02,2.0
403.02,2.0
403.02,2.0
403.02,2.0
403.02,2.0
403.02,2.0
403.02,8.0
403.02,8.0
403.02,8.0
403.02,8.0
403.02,7.0
403.02,7.0
403.02,7.0
403.02,7.0
403.02,10.0
403.02,10.0
403.02,9.0
403.02,9.0
403.02,8.0
403.02,8.0
403.02,9.0
403.02,9.0
403.02,6.0
403.02,6.0
403.02,6.0
403.02,10.0
403.02,10.0
403.02,10.0
403.02,6.0
403.02,6.0
403.02,12.0
403.02,12.0
403.02,12.0
403.02,9.0
403.02,7.0
403.02,9.0
403.02,7.0
403.02,8.0
403.02,8.0
403.02,8.0
403.02,6.0
403.02,8.0
1691.0,2.0
1691.0,2.0
1691.0,5.0
1691.0,3.0
403.02,3.0
403.02,5.0
403.02,5.0
403.02,6.0
403.02,7.0
403.02,5.0
403.02,7.0
403.02,5.0
287.65,2.0
287.65,6.0
287.65,6.0
287.65,8.0
287.65,8.0
388.32,5.0
388.32,5.0
388.32,7.0
388.32,8.0
388.32,8.0
388.32,8.0
388.32,7.0
388.32,6.0
388.32,7.0
388.32,7.0
388.32,7.0
388.32,6.0
388.32,6.0
388.32,6.0
388.32,6.0
388.32,6.0
388.32,6.0
388.32,4.0
388.32,3.0
388.32,4.0
388.32,3.0
388.32,3.0
388.32,4.0
388.32,3.0
397.92,2.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,8.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,5.0
397.92,5.0
397.92,5.0
397.92,5.0
397.92,7.0
397.92,7.0
397.92,7.0
397.92,7.0
397.92,7.0
397.92,7.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,9.0
397.92,7.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,8.0
397.92,8.0
397.92,8.0
397.92,8.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,6.0
397.92,10.0
397.92,8.0
397.92,7.0
397.92,9.0
397.92,7.0
396.04,7.0
396.04,9.0
396.04,9.0
396.04,9.0
396.04,9.0
396.04,9.0
396.04,9.0
396.04,9.0
396.04,11.0
396.04,11.0
396.04,11.0
396.04,11.0
396.04,11.0
396.04,8.0
396.04,8.0
396.04,8.0
396.04,8.0
396.04,7.0
396.04,11.0
396.04,6.0
396.04,6.0
396.04,6.0
396.04,6.0
396.04,8.0
396.04,7.0
396.04,6.0
396.04,6.0
396.04,7.0
396.04,3.0
396.04,2.0
11857.73,5.0
11857.73,4.0
11857.73,5.0
11857.73,5.0
11857.73,5.0
11857.73,5.0
11857.73,5.0
11857.73,5.0
11857.73,9.0
11857.73,6.0
11857.73,6.0
11857.73,6.0
11857.73,6.0
11857.73,2.0
1867.3,4.0
1867.3,4.0
1867.3,4.0
1867.3,4.0
11857.73,4.0
11857.73,7.0
396.04,5.0
396.04,6.0
396.04,6.0
396.04,6.0
396.04,5.0
396.04,5.0
396.04,3.0
396.04,3.0
795.5499999999998,1.0
795.5499999999998,1.0
870.25,2.0
870.25,6.0
870.25,6.0
870.25,6.0
870.25,2.0
870.25,2.0
870.25,2.0
870.25,2.0
870.25,3.0
870.25,4.0
870.25,4.0
870.25,2.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1920.46,8.0
1933.01,8.0
1933.01,8.0
1933.01,8.0
1933.01,6.0
1933.01,2.0
427.45,2.0
427.45,2.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,8.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,10.0
427.45,8.0
427.45,8.0
427.45,7.0
427.45,7.0
427.45,7.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,6.0
427.45,8.0
427.45,8.0
427.45,7.0
427.45,8.0
397.82,8.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,5.0
397.82,5.0
397.82,5.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,7.0
397.82,8.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
397.82,6.0
1841.71,6.0
1841.71,6.0
1841.71,8.0
1841.71,7.0
1841.71,6.0
1841.71,6.0
1841.71,6.0
1841.71,7.0
1841.71,6.0
1841.71,6.0
1841.71,6.0
1841.71,6.0
1841.71,7.0
1841.71,6.0
1841.71,6.0
1841.71,7.0
1841.71,6.0
1841.71,7.0
1841.71,6.0
1841.71,6.0
1841.71,6.0
1841.71,6.0
1841.71,6.0
1841.71,9.0
397.82,9.0
408.94,9.0
408.94,7.0
408.94,7.0
408.94,6.0
408.94,8.0
408.94,10.0
408.94,15.0
408.94,8.0
408.94,7.0
408.94,7.0
408.94,5.0
408.94,6.0
408.94,6.0
408.94,9.0
408.94,9.0
408.94,7.0
408.94,6.0
408.94,6.0
408.94,6.0
408.94,6.0
408.94,5.0
408.94,5.0
408.94,6.0
408.94,6.0
408.94,6.0
408.94,6.0
408.94,6.0
408.94,5.0
408.94,5.0
408.94,2.0
1759.42,2.0
1759.42,7.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,7.0
1759.42,7.0
1759.42,7.0
1759.42,7.0
1759.42,6.0
1759.42,6.0
1759.42,6.0
1759.42,6.0
1759.42,7.0
1759.42,6.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,5.0
1759.42,8.0
1759.42,5.0
1759.42,2.0
408.94,5.0
408.94,6.0
408.94,6.0
408.94,2.0
1759.42,6.0
1759.42,6.0
1759.42,5.0
1759.42,6.0
1759.42,6.0
1759.42,8.0
1759.42,9.0
1759.42,9.0
1759.42,9.0
1759.42,7.0
408.94,2.0
408.94,9.0
408.94,9.0
392.0,9.0
392.0,9.0
392.0,7.0
392.0,7.0
392.0,7.0
392.0,7.0
392.0,7.0
392.0,7.0
392.0,6.0
392.0,6.0
392.0,6.0
392.0,6.0
392.0,6.0
392.0,6.0
392.0,6.0
392.0,6.0
392.0,9.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,7.0
392.0,6.0
392.0,11.0
392.0,11.0
392.0,12.0
392.0,8.0
392.0,7.0
392.0,12.0
392.0,6.0
392.0,9.0
392.0,7.0
392.0,7.0
392.0,7.0
392.0,7.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,8.0
392.0,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,6.0
1659.65,4.0
1659.65,5.0
1659.65,5.0
1659.65,5.0
1659.65,5.0
1659.65,5.0
1659.65,5.0
1659.65,3.0
1659.65,3.0
1659.65,4.0
1659.65,4.0
392.0,4.0
392.0,4.0
424.18,4.0
424.18,5.0
424.18,5.0
586.88,2.0
586.88,8.0
586.88,8.0
586.88,8.0
586.88,8.0
586.88,6.0
1058.56,2.0
1058.56,11.0
1058.56,8.0
1058.56,8.0
1058.56,8.0
1058.56,11.0
1058.56,10.0
1058.56,11.0
1058.56,12.0
1058.56,12.0
1058.56,10.0
1058.56,8.0
1058.56,12.0
1058.56,12.0
1058.56,12.0
1058.56,9.0
1058.56,9.0
1058.56,9.0
1058.56,12.0
1058.56,10.0
1058.56,12.0
1058.56,15.0
1058.56,10.0
1058.56,10.0
1058.56,11.0
1058.56,9.0
1058.56,9.0
1058.56,9.0
1058.56,8.0
1058.56,10.0
1058.56,9.0
1058.56,9.0
1058.56,11.0
1058.56,9.0
1058.56,9.0
1058.56,7.0
1058.56,9.0
1058.56,10.0
1058.56,6.0
1058.56,11.0
1058.56,8.0
1058.56,7.0
1058.56,6.0
1058.56,9.0
1058.56,9.0
1058.56,9.0
1058.56,7.0
1058.56,7.0
1058.56,7.0
1058.56,7.0
1058.56,7.0
1058.56,6.0
1058.56,6.0
1058.56,6.0
1566.85,2.0
1566.85,5.0
1482.84,5.0
1482.84,5.0
1482.84,2.0
986.28,2.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,7.0
986.28,7.0
986.28,7.0
986.28,5.0
986.28,4.0
986.28,4.0
986.28,4.0
986.28,4.0
986.28,5.0
1455.36,6.0
1455.36,4.0
1455.36,4.0
1455.36,6.0
986.28,5.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,8.0
986.28,9.0
986.28,8.0
986.28,8.0
986.28,8.0
986.28,6.0
986.28,8.0
986.28,6.0
986.28,6.0
986.28,7.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,6.0
986.28,4.0
986.28,5.0
986.28,5.0
986.28,5.0
986.28,6.0
986.28,5.0
986.28,5.0
986.28,4.0
986.28,4.0
986.28,4.0
986.28,4.0
986.28,5.0
986.28,5.0
986.28,5.0
986.28,5.0
986.28,5.0
385.3,5.0
385.3,5.0
430.78,5.0
430.78,6.0
430.78,2.0
430.78,2.0
430.78,2.0
887.1799999999998,4.0
887.1799999999998,4.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,5.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,8.0
887.1799999999998,8.0
887.1799999999998,7.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,8.0
887.1799999999998,7.0
887.1799999999998,7.0
887.1799999999998,8.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,10.0
887.1799999999998,7.0
887.1799999999998,9.0
887.1799999999998,9.0
887.1799999999998,9.0
887.1799999999998,9.0
887.1799999999998,9.0
887.1799999999998,7.0
887.1799999999998,6.0
887.1799999999998,6.0
887.1799999999998,6.0
787.62,6.0
787.62,6.0
787.62,5.0
787.62,5.0
787.62,8.0
787.62,6.0
787.62,6.0
787.62,7.0
787.62,7.0
787.62,7.0
787.62,7.0
787.62,8.0
787.62,8.0
787.62,8.0
787.62,9.0
787.62,10.0
787.62,7.0
787.62,7.0
787.62,8.0
787.62,8.0
787.62,8.0
787.62,11.0
787.62,11.0
787.62,11.0
787.62,9.0
787.62,9.0
787.62,9.0
787.62,9.0
787.62,11.0
787.62,9.0
787.62,8.0
787.62,7.0
787.62,6.0
787.62,10.0
787.62,10.0
787.62,10.0
787.62,10.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,9.0
787.62,9.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,7.0
787.62,7.0
787.62,8.0
787.62,7.0
787.62,7.0
787.62,7.0
787.62,8.0
787.62,6.0
787.62,6.0
787.62,6.0
787.62,9.0
787.62,10.0
787.62,12.0
787.62,8.0
787.62,7.0
787.62,7.0
787.62,9.0
787.62,9.0
787.62,10.0
688.47,10.0
688.47,9.0
688.47,9.0
688.47,9.0
688.47,9.0
688.47,9.0
688.47,8.0
688.47,8.0
688.47,8.0
688.47,7.0
688.47,7.0
688.47,8.0
688.47,9.0
688.47,8.0
688.47,8.0
688.47,10.0
688.47,9.0
688.47,9.0
688.47,6.0
688.47,6.0
688.47,6.0
688.47,5.0
688.47,6.0
688.47,6.0
688.47,4.0
688.47,4.0
688.47,4.0
688.47,4.0
688.47,4.0
9394.580000000002,4.0
9394.580000000002,4.0
39370.44,4.0
39370.44,4.0
688.47,4.0
688.47,4.0
688.47,4.0
688.47,4.0
688.47,4.0
688.47,4.0
688.47,1.0
688.47,1.0
39370.44,1.0
39370.44,1.0
688.47,2.0
688.47,2.0
39370.44,2.0
39370.44,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
39370.44,2.0
39370.44,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
688.47,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
469.59,2.0
515.96,11.0
515.96,12.0
554.37,10.0
554.37,10.0
554.37,9.0
554.37,9.0
554.37,9.0
554.37,7.0
554.37,9.0
554.37,13.0
554.37,7.0
554.37,6.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,6.0
554.37,6.0
554.37,6.0
554.37,6.0
554.37,8.0
554.37,8.0
554.37,8.0
554.37,7.0
554.37,8.0
554.37,8.0
554.37,8.0
554.37,8.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,9.0
554.37,9.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,8.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,8.0
554.37,8.0
554.37,8.0
554.37,8.0
554.37,7.0
554.37,7.0
554.37,8.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,7.0
554.37,8.0
554.37,6.0
554.37,6.0
554.37,5.0
554.37,2.0
1029.48,2.0
1029.48,6.0
1029.48,4.0
1029.48,5.0
1029.48,5.0
1029.48,5.0
554.37,2.0
554.37,7.0
554.37,5.0
554.37,5.0
554.37,5.0
554.37,5.0
554.37,5.0
554.37,4.0
554.37,4.0
554.37,5.0
554.37,5.0
